,crash_id,year,police_district,crash_date,day_name,primary_street,age,victim_gender,collision_type,hit_and_run,primary_vehicle,secondary_vehicle,arrest_made,investigation_status,time,latitude,longitude,age_group
25,47939,2019,7,2019-04-20,Saturday,Bustleton Ave.,50.0,M,Unit #1 high speed S/B on Bustleton struck unit #2 causing fatal injuries to operator and passenger of unit #2. Operator of unit #1 removed from scene prior to police arrival.,1.0,Auto,Auto,Yes,"Operator of veh #1 arrested. Charges: Homicide by vehicle, Involuntary Manslaughter, Aggravated Assault by vehicle, REAP",,40.10255234884344,-75.02888632864943,46-55
26,47940,2019,7,2019-04-20,Saturday,Bustleton Ave.,48.0,F,Unit #1 high speed S/B on Bustleton struck unit #2 causing fatal injuries to operator and passenger of unit #2. Operator of unit #1 removed from scene prior to police arrival.,1.0,Auto,Auto,Yes,"Operator of veh #1 arrested. Charges: Homicide by vehicle, Involuntary Manslaughter, Aggravated Assault by vehicle, REAP",,40.10255234884344,-75.02888632864943,46-55
27,47941,2019,6,2019-06-22,Saturday,Race St.,21.0,M,Victim struck by train near platform of station. Pronounced dead at scene.,0.0,Train,Pedestrian,No,No Charges,,39.95354203416402,-75.1400707390256,19-25
28,47942,2019,35,2019-06-22,Saturday,Windrum Ave.,47.0,M,"Single vehicle crash, oper. Lost control, struck fence.",0.0,Auto,Fixed Object,No,No Charges,,40.027522084717006,-75.15058988327453,46-55
29,47943,2019,15,2019-04-24,Wednesday,Roosevelt Blvd.,53.0,M,Pedestrian attempting to cross Roosevelt Blvd in mid block when struck by passing vehicle. Pedestrian pronounced at hospital.,0.0,Auto,Pedestrian,,Pending,,40.02695874157322,-75.0973211382643,46-55
30,47944,2019,25,2019-04-26,Friday,Hunting Park Ave.,19.0,M,"Single vehicle crash. Vehicle E/B on Hunting Park Ave at high speed, lost control, left roadway and struck pole. Driver pronounced dead at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.01337223206191,-75.12280421053848,19-25
31,47945,2019,7,2019-04-27,Saturday,Bustleton Ave.,23.0,M,"Single vehicle crash. Vehicle at high speed on Bustleton Ave, lost control, left roadway and struck pole. Driver pronounced at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.0981553769584,-75.03074758503575,19-25
32,47946,2019,16,2019-04-28,Sunday,Aspen St,36.0,F,Victim was attempting to exit vehicle while operator accelerated the vehicle in reverse to escape gunfire striking parked vehicles. Operator then fled on foot. Passenger Pronounced dead at Hospital.,1.0,Auto,Auto,,,,39.96484251330274,-75.22014553206189,36-45
33,47947,2019,35,2019-05-02,Thursday,Nedro Ave.,90.0,F,Victim struck by train near platform of station. Pronounced dead at scene.,0.0,Train,Pedestrian,No,No Charges,,40.04206515982538,-75.1373626335501,75+
34,47948,2019,15,2019-05-08,Wednesday,Tacony St,15.0,M,"Male operating an unregistered motorcycle at high speed, entered street striking Tractor Trailer and ejected. Pronounced dead at scene",0.0,Off-road,Tractor-Trailer,No,No Charges,,40.00962160736452,-75.06420021153019,0-18
35,47949,2019,39,2019-05-14,Tuesday,Clarissa St.,42.0,M,"Male operating a Motorcycle high speed, struck parked vehicle while attempting a dangerous pass. Pronounced dead at hospital",0.0,Motorcycle,Auto,No,No Charges,,40.01462750812229,-75.15665571079174,36-45
36,47950,2019,26,2019-05-21,Tuesday,Letterly St.,46.0,M,Pedestrian was laying in roadway when struck by turning vehicle. Pedestrian pronounced dead at hospital,0.0,Auto,Pedestrian,No,No Charges,,39.98719953068945,-75.13020423751476,46-55
37,47951,2019,35,2019-05-25,Saturday,Roosevelt Blvd.,19.0,M,"Victim was passenger in vehicle operating at high speed. (racing), lost control, struck tree. Pronounced dead at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.02752111881139,-75.11285303044335,19-25
38,47952,2019,26,2019-05-28,Tuesday,Master St.,63.0,F,"Victim was standing on sidewalk when driver of vehicle attempted to flee police, drove on sidewalk and struck pedestrian. Victim pronounced dead at Hospital.",0.0,Auto,Pedestrian,Yes,"Arrest of driver of veh #1. Charges: Homicide by vehicle, Involuntary manslaughter, REAP",,39.97304287784093,-75.14785351073604,56-65
39,47953,2019,24,2019-05-31,Friday,Frankford Ave.,58.0,F,Victim attempt to cross Frankford Ave in mid block when struck by passing vehicle. Vehicle possibly speeding. Pedestrian pronounced at hospital,0.0,Auto,Pedestrian,No,No Charges,,40.00371822156026,-75.09439374010219,56-65
40,47954,2019,2,2019-06-01,Saturday,Roosevelt Blvd.,19.0,M,"Vehicle speeding, lost control and left roadway, struck wall, driver and passenger pronounced dead at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.03410604711994,-75.07593860114989,19-25
41,47955,2019,2,2019-06-01,Saturday,Roosevelt Blvd.,17.0,M,"Vehicle speeding, lost control and left roadway, struck wall, driver and passenger pronounced dead at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.03410604711994,-75.07593860114989,0-18
42,47956,2019,24,2019-06-18,Tuesday,Frankford Ave.,24.0,M,Auto made left into path of M/C. Speed of M/C in question.,0.0,Motorcycle,Auto,,Pending,,39.99308988921919,-75.11007782647428,19-25
43,47957,2019,7,2019-06-20,Thursday,Bustleton Ave.,31.0,F,"Single vehicle lost control, left roadway, struck pole",0.0,Auto,Fixed Object,No,No Charges,,40.129145851956025,-75.01377515547033,26-35
44,47958,2019,1,2019-06-20,Thursday,Passyunk Ave.,75.0,M,Victim was crossing Ave. when struck by vehicle leaving parking spot,0.0,Auto,Pedestrian,No,Pending,,39.92441252969426,-75.17568862309362,66-75
45,47959,2019,25,2019-06-11,Tuesday,Roosevelt Blvd.,22.0,M,"Single vehicle crash, speeding, lost control, struck a tree. Diver pronounced dead at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.02377128798371,-75.13211094947867,19-25
46,47960,2019,2,2019-06-26,Wednesday,Roosevelt Blvd.,74.0,F,"Victim walking in roadway, struck by passing vehicle that kept going.",1.0,Others,Pedestrian,,Pending,,40.04465443030594,-75.05464970020508,66-75
47,47961,2019,9,2019-06-28,Friday,Sprin Garden St.,20.0,M,"Single veh. Crash. High speed, lost control, struck concrete medians",0.0,Motorcycle,Fixed Object,No,No Charges,,39.96447713083767,-75.1818892784737,19-25
48,47962,2019,25,2019-07-05,Friday,Allegheny Ave.,44.0,M,"Bicyclist S/B on 3rd St. at high speed entered roadway against red light, was struck by Unit #1 W/B on Allegheny Ave.",0.0,Auto,Bicycle,No,No Charges,,39.99938491831072,-75.13565400284857,36-45
49,47963,2019,25,2019-07-08,Monday,Broad st.,54.0,M,"Victim is Septa employee working, fell onto tracks and struck by train",0.0,Train,Pedestrian,No,No Charges,,40.00995982164197,-75.15053544885716,46-55
50,47964,2019,39,2019-07-11,Thursday,Fox St.,33.0,M,Unit #2 made left into path of m/c ejecting operator. Unit #2 fled scene post crash.,1.0,Motorcycle,Auto,,Pending,,40.01969366867097,-75.18436070091757,26-35
51,47965,2019,15,2019-07-15,Monday,Paul St.,66.0,M,Unit #1 inexplicably struck numerous vehicles. Delayed fatality.,0.0,Auto,Parked,No,Medical.,,40.01196811427254,-75.08616402818828,66-75
52,47966,2019,25,2019-07-19,Friday,Hunting Park Ave.,41.0,F,Victim in unit #1 struck vehicle in front of her at high speed.,0.0,Auto,Auto,No,No charges,,40.01301371635205,-75.11938543834754,36-45
53,47967,2019,19,2019-07-25,Thursday,63rd St.,50.0,M,Unit #2 attempted left turn into path of oncoming M/C.,0.0,Motorcycle,Auto,No,Traffic Violation Issued to Unit #2,,39.96431491641784,-75.2469629016438,46-55
54,47968,2019,2,2019-07-26,Friday,Roosevelt Blvd.Near Large St,35.0,M,"M/C high speed, struck rear of vehicle in front of him, then struck pole",1.0,Motorcycle,Auto,No,Pending,,40.03236799214647,-75.08092038518956,26-35
55,47969,2019,3,2019-08-08,Thursday,Christopher Columbus Blvd,22.0,M,Unit #2 operating an illegal dirt-bike was operating on Columbus Blvd. was struck from behind by a DUI.  Dirt-bike operator pronounced dead..,1.0,Auto,Dirtbike,Yes,"Operator of veh #1 arrested. Charges: Homicide by vehicle, Homicide by vehicle w/DUI, DUI, Involuntary Manslaughter, PIC, REAP",,39.93311569625559,-75.14369630942153,19-25
56,47970,2019,8,2019-08-16,Friday,Knights Rd.,86.0,M,Pedestrian attempting to cross Knights Rd. when struck in the turning Lane. Pedestrian died at hospital days later..,0.0,Auto,Pedestrian,No,Pending,,40.08471123271226,-74.97367446050926,75+
57,47971,2019,24,2019-08-19,Monday,Aramingo Ave,32.0,M,M/C travelling very high speed struck unit #2  attempting left turn. Operator of M/C pronounced dead.,0.0,Motorcycle,Auto,No,Administrative TVR's to unit #2,,39.99340900776679,-75.09700901227119,26-35
58,47972,2019,1,2019-08-20,Tuesday,Vare Ave.,29.0,M,"M/C exiting I-76 west, hit pot hole at bottom of ramp at high speed, lost control, struck parked car. Operator of M/C pronounced dead.",0.0,Motorcycle,Fixed Object,No,No Charges,,39.92818821741496,-75.19588048867448,26-35
59,47973,2019,39,2019-08-31,Saturday,Lehigh Ave.,73.0,M,Pedestrian Crossing Lehigh Ave. n. to s. was struck by veh. W/B. Ped Trans to Temple. Pronounced 9/11/19.,0.0,Auto,Pedestrian,No,Pending,,39.99477052084494,-75.1610034453633,66-75
60,47974,2019,18,2019-08-31,Saturday,Cobbs Creek Pkwy.,29.0,M,M/C S/B struck rear of auto in front of him that was slowing to turn. Operator of M/C pronounced dead.,0.0,Motorcycle,Auto,No,Pending,,39.95093007622788,-75.24921510193549,26-35
61,47975,2019,12,2019-09-01,Sunday,Passyunk Ave.,18.0,M,Pedestrian was struck while attempting to cross Passyunk Ave. Pronounced dead at hospital.,0.0,Auto,Pedestrian,No,Pending,,39.92091219025029,-75.21517185459656,0-18
62,47976,2019,24,2019-09-02,Monday,"""B"" St.",36.0,M,"Pedestrian unconcious in roadway, was struck by auto that went around another car that stopped for him. Pronounced dead at scene.",0.0,Auto,Pedestrian,No,Pending,,39.996491440255134,-75.12575100691984,36-45
63,47977,2019,39,2019-09-03,Tuesday,Wissahickon Ave.,28.0,M,Veh #2 made left into path of M/C. M/C operator pronounced dead at hospital.,0.0,Motorcycle,Auto,No,Pending,,40.01812588455087,-75.17296307701847,26-35
64,47978,2019,15,2019-09-04,Wednesday,Levick St.,43.0,M,Bicyclist entered running lane mid-block when struck by oncoming vehicle. Speed of vehicle being investigated.,0.0,Auto,Bicycle,No,Pending,,40.020450500979706,-75.05086008829761,36-45
65,47979,2019,8,2019-09-07,Saturday,Holme Ave.,39.0,M,"Single veh. Crash W/B on Holme Ave. at high speed, lost control, struck tree, Pronounced at scene.",0.0,Auto,Fixed Object,No,No Charges,,40.05663641802379,-75.0319172070958,36-45
66,47980,2019,16,2019-09-14,Saturday,Montgomery Dr.,29.0,M,"M/C Travelling too fast to negotiate curve, crossed into oncoming traffic and struck unit #2. Taken to Presby by medics where pronounced next day.",0.0,Motorcycle,Auto,No,No Charges,,39.985613976938666,-75.2131901789149,26-35
67,47981,2019,7,2019-09-27,Friday,Bustleton Ave.,40.0,M,Veh #2 made left into path of oncoming car that was trravelling at high speed. Operator of veh #1 pronounced dead at scene.,0.0,Auto,Auto,No,Pending,,40.08448206208202,-75.03840287416908,36-45
68,47982,2019,25,2019-09-29,Sunday,Broad St.,37.0,M,"Unit #1, M/C, N/B on Broad St. Unit#2 S/B on Broad St. attempted left turn to proceed E/B on Tioga St. and into path of M/C. M/C operator died from injuries at Hospital on 10/16/2019.",0.0,Motorcycle,Auto,No,Pending,,40.00639511234844,-75.15178933341292,36-45
69,47983,2019,15,2019-10-01,Tuesday,State Rd.,63.0,M,Pedestrian was crossing State Rd. mid-block when he was struck while in the running lane by oncoming auto.  Ped pronounced dead at scene.,0.0,Auto,Pedestrian,No,Pending,,40.030100092381446,-75.0240437160656,56-65
70,47984,2019,25,2019-10-02,Wednesday,N. 2nd St.,64.0,M,Deceased was walking behind vehicle when his son started reversing going over victim.,0.0,Auto,Pedestrian,No,No Charges,,40.00548404623196,-75.13193985019622,56-65
71,47985,2019,18,2019-10-04,Friday,Chestnut St.,33.0,M,"M/C in left lane, school bus tried left turn from center lane into path of M/C. M/C operator pronounced dead at scene",0.0,Motorcycle,School Bus,No,Pending,,39.95920986622493,-75.23115172209069,26-35
72,47986,2019,6,2019-10-13,Sunday,9th St.,21.0,M,"Single vehicle crash, high speed N/B on 9th St., lost control, struck fire hydrant, then pole. Operator pronounced dead at Hospital short time later.",0.0,Auto,Fixed Object,No,No Charges,,39.94905395064711,-75.1557166455299,19-25
73,47987,2019,35,2019-10-15,Tuesday,Broad St.,79.0,M,Pedestrian attempted to cross Broad St not at intersection when struck by UNIT #1 HEADING n/b ON Broad St. Pedestrian taken to Einstein Hosp. where pronounced dead.,0.0,Auto,Pedestrian,No,Pending,,40.02949708038231,-75.14689503870476,75+
74,47988,2019,15,2019-11-02,Saturday,State Rd.,58.0,M,Victim found on Railroad tracks struck by train.,0.0,Train,Pedestrian,No,No Charges,,40.02200598424084,-75.03988665798487,56-65
75,47989,2019,39,2019-10-18,Friday,Hunting Park Ave.,34.0,F,Unit #1 e/b ON Hunting Park Ave. in the right running lane as 2 pedestrians entered the running lane when struck.. Crash occurred mid-block and not at an intersection. Pedestrian was pronounced deat at Temple Hosp.,0.0,Auto,Pedestrian,No,No Charges,,40.01698474692228,-75.15153517871336,26-35
76,47990,2019,26,2019-10-26,Saturday,Berks St.,26.0,M,Unit #1 E/B on Berks at high speed struck pedestrian that was crossing Berks St. at Franklin St. then fled scene without stopping. Pedestrian pronounced dead at scene.,1.0,Auto,Pedestrian,Yes,"Operator was arrested, Charges Murder, Homicide by Vehicle, Involuntary Manslaughter, PIC, REAP, Cruelty to animals",,39.98030424906101,-75.14636962998183,26-35
77,47991,2019,18,2019-11-05,Tuesday,Chestnut St.,19.0,F,"UNIT #2 WAS BUMPED BY UNIT #1, THEN REDIRECTED STRIKING PARKED SCHOOL BUS. Operator of unit #2 pronounced at presby two days later.",0.0,Auto,Auto,No,No Charges,,39.96030144662674,-75.23961451665755,19-25
78,47992,2019,2,2019-11-24,Sunday,Castor Ave.,21.0,F,Deceased was a passengerin Unit #2 travelling S/B on Castor Ave when struck by Unit #1 travelling N/B attempting left to go W/B and into path of Unit #2,0.0,Auto,Auto,No,Pending,,40.03341075059023,-75.08336719260406,19-25
79,47993,2019,25,2019-11-25,Monday,Erie Ave,82.0,M,"As the pedestrian was crossing in the crosswalk, he was struck by unit #1. On 12/03/19 the pedestrian was pronounced dead at Temple Hospital.",0.0,Auto,Pedestrian,,Pending,,40.00721255657599,-75.1354722946798,75+
80,47994,2019,19,2019-11-30,Saturday,City Ave,19.0,M,"Unit #1, travelling on City Ave., lost control, left roadway, and struck fixed object.",0.0,Auto,Fixed Object,No,No Charges,,40.00511122035325,-75.21795782510304,19-25
81,47995,2019,15,2019-12-08,Sunday,Bridge St.,17.0,F,"Pedestrian, (unit #2), was walking in the street when struck by passing auto (unit #1). Pedestrian pronounced dead at arrrival at Jefferson-Torresdale Hosp.",0.0,Auto,Pedestrian,No,Pending,,40.0049176422443,-75.06754455495266,0-18
82,47996,2019,2,2019-12-08,Sunday,Adams Ave.,59.0,F,"As per witness, unit#2, ped, was crossing Adams Ave back and forth then stepped off curb and into path of oncoming unit #1. when struck. Taken to Einstein Hospital where pronounced.",0.0,Auto,Pedestrian,No,No Charges,,40.03677087502425,-75.10877205797529,56-65
83,47997,2019,7,2019-12-12,Thursday,Bustleton Ave.,83.0,F,"Pedestrian, (Unit #2), was attempting to cross Bustleton Ave at crosswalk when struck by vehicle, (Unit #1), that was turning out of a parking lot.  The vehicle or operator were not on location upon arrival of AID.  The pedestrian was pronounced dead at",1.0,Auto,Pedestrian,Yes,"Operator of veh #1 arrested. Charges: Homicide by vehicle,  Involuntary Manslaughter, PIC, REAP",,40.1192935238717,-75.01774330682028,75+
84,47998,2019,15,2019-12-15,Sunday,Cottman Ave.,29.0,F,"Unit #2 at high speed N/B on Torresdale Ave, diisregarded red light and was struck by unit #1. Passenger of unit #1 pronounced at scene, Pass of unit #2 pronounced at Hospital next day",0.0,Auto,Auto,Yes,"Operator of veh #2 arrested. Charges: Homicide by vehicle, Homicide by vehicle w/DUI, DUI, Involuntary Manslaughter, PIC, REAP",,40.03012553937142,-75.03517224404105,26-35
85,47999,2019,15,2019-12-15,Sunday,Cottman Ave.,18.0,M,"Unit #2 at high speed N/B on Torresdale Ave, diisregarded red light and was struck by unit #1. Passenger of unit #1 pronounced at scene, Pass of unit #2 pronounced at Hospital next day",0.0,Auto,Auto,Yes,"Operator of veh #2 arrested. Charges: Homicide by vehicle, Homicide by vehicle w/DUI, DUI, Involuntary Manslaughter, PIC, REAP",,40.03012553937142,-75.03517224404105,0-18
86,48000,2019,6,2019-12-18,Wednesday,Market St.,44.0,M,"Pedestrian exited train with unsteady gait, fell onto tracks, not seen by oprerator. Was struck when train started. Pronounced dead at scene.",0.0,Train,Pedestrian,No,No Charges,,39.95116503095343,-75.15437064334134,36-45
87,48001,2019,5,2019-12-27,Friday,Henry Ave,55.0,M,"Unit #2 stopped at light, struck from behind by unit #1. Unit #2 then caught fire with operator trapped. Operator of unit #2 pronounced deat at scene.",0.0,Auto,Auto,No,Pending,,40.0375191002144,-75.21040092649876,46-55
88,48002,2019,8,2019-12-29,Sunday,Roosevelt Blvd.,23.0,F,"Unit #2 N/B, was struck from behind by unit #1 at high speed. Unit #2 then redirected, struck tree and caught fire with operator trapped. Operator of unit #2 pronounced dead at scene.",0.0,Auto,Auto,Yes,"Arrest Warrant issued for the operator of Unit #1 for Murder, Homicide by vehicle, homicide by vehicle while DUI, Involuntary manslaughter, REAP, DUI",,40.080977409588286,-75.02895455537266,19-25
89,48003,2019,16,2019-12-29,Sunday,Girard Ave.,40.0,M,"Pedestrian was crossing mid block when struck by passing vehicle that fled scene, then struck by second vehicle that remained at location.  Ped pronounced dead at scene.",1.0,Auto,Pedestrian,Pending,Pending,,39.97364317915861,-75.20784260399148,36-45
90,48004,2020,18,2020-01-03,Friday,Walnut St.,47.0,M,Pedestrian was attempting to cross Walnut St mid-block when struck by passing unit #1. Pedestrian died from injuries 10 days later.,0.0,Auto,Pedestrian,No,No Charges anticipated,,39.954530594766936,-75.20565622811085,46-55
91,48005,2020,15,2020-01-06,Monday,State Rd.,30.0,M,"Unit #2, (auto), made left into path of oncoming M/C. M/C travelling at high speed. M/C operator pronounced dead at scene.",0.0,Motorcycle,Auto,,,,40.02924916377711,-75.02542186434073,26-35
92,48006,2020,39,2020-01-06,Monday,Broad St.,36.0,M,"Pedestrian appeared intoxicated, fell into the lane of travel and was struck by passing veh. Vehicle fled scene. Pedestrian pronounced dead at hospital.",1.0,Auto,Pedestrian,Pending,Pending,,39.996750413265374,-75.15422922976921,36-45
93,48007,2020,39,2020-01-09,Thursday,Hunting Park Ave.,36.0,M,Pedestrian and female companion attempted to cross Hunting Park Ave at 19th St. against the red signal entering the travel lane when both were struck by E/B vehicle that had green light.  Male pronounced dead at Hospital.,0.0,Auto,Pedestrian,No,No Charges,,40.01368428133703,-75.15869429656155,36-45
94,48008,2020,24,2020-01-11,Saturday,Delaware Ave.,39.0,M,"Unit #1 being operated by the deceased, travelling N/B on Delaware swerving prior to crossing into S/B lane and striking T/T head on. Oper. Of unit #1 pronounced dead at Temple Hospital.",0.0,Auto,Tractor-Trailer,No,No Charges,,39.97869336818142,-75.09767258093738,36-45
95,48009,2020,39,2020-01-12,Sunday,Broad St.,29.0,F,Unit #1 travelling at high speed struck the pedestrian that was crossing in the crosswalk against steady red signal. Pedestrian pronounced dead at Hospital.,1.0,Auto,Pedestrian,Pending,Pending,,40.02178688684269,-75.16115039063325,26-35
96,48010,2020,16,2020-01-19,Sunday,Girard Ave.,61.0,M,Pedestrian was attempting to cross Girard Ave. mid-block when struck by passing unit #1.  vehicle fled scene after impact. Pedestrian died at Hospital on 02/22/20.,1.0,Auto,Pedestrian,No,Pending ID of Operator,,39.97154040980076,-75.22538660423245,56-65
97,48011,2020,35,2020-01-25,Saturday,Broad St.,39.0,M,Unit #1 travelling N/B Broad St. struck the pedestrian who attempted to cross mid-block and entered the travel lane when struck. Unit #1 immediately fled the scene. Pedestrian pronounced dead at the scene.,1.0,Auto,Pedestrian,Yes,"HBV, Inv. Mans. REAP, LTS",,40.043708449063175,-75.14354527789706,36-45
