,crash_id,year,police_district,crash_date,day_name,primary_street,age,victim_gender,collision_type,hit_and_run,primary_vehicle,secondary_vehicle,arrest_made,investigation_status,time,latitude,longitude,age_group
78,49584,2019,2,2019-11-24,Sunday,Castor Ave.,21.0,F,Deceased was a passengerin Unit #2 travelling S/B on Castor Ave when struck by Unit #1 travelling N/B attempting left to go W/B and into path of Unit #2,False,Auto,Auto,No,Pending,,40.03341075059023,-75.08336719260406,19-25
79,49585,2019,25,2019-11-25,Monday,Erie Ave,82.0,M,"As the pedestrian was crossing in the crosswalk, he was struck by unit #1. On 12/03/19 the pedestrian was pronounced dead at Temple Hospital.",False,Auto,Pedestrian,,Pending,,40.00721255657599,-75.1354722946798,75+
80,49586,2019,19,2019-11-30,Saturday,City Ave,19.0,M,"Unit #1, travelling on City Ave., lost control, left roadway, and struck fixed object.",False,Auto,Fixed Object,No,No Charges,,40.00511122035325,-75.21795782510304,19-25
81,49587,2019,15,2019-12-08,Sunday,Bridge St.,17.0,F,"Pedestrian, (unit #2), was walking in the street when struck by passing auto (unit #1). Pedestrian pronounced dead at arrrival at Jefferson-Torresdale Hosp.",False,Auto,Pedestrian,No,Pending,,40.0049176422443,-75.06754455495266,0-18
82,49588,2019,2,2019-12-08,Sunday,Adams Ave.,59.0,F,"As per witness, unit#2, ped, was crossing Adams Ave back and forth then stepped off curb and into path of oncoming unit #1. when struck. Taken to Einstein Hospital where pronounced.",False,Auto,Pedestrian,No,No Charges,,40.03677087502425,-75.10877205797529,56-65
83,49589,2019,7,2019-12-12,Thursday,Bustleton Ave.,83.0,F,"Pedestrian, (Unit #2), was attempting to cross Bustleton Ave at crosswalk when struck by vehicle, (Unit #1), that was turning out of a parking lot.  The vehicle or operator were not on location upon arrival of AID.  The pedestrian was pronounced dead at",True,Auto,Pedestrian,Yes,"Operator of veh #1 arrested. Charges: Homicide by vehicle,  Involuntary Manslaughter, PIC, REAP",,40.1192935238717,-75.01774330682028,75+
84,49590,2019,15,2019-12-15,Sunday,Cottman Ave.,29.0,F,"Unit #2 at high speed N/B on Torresdale Ave, diisregarded red light and was struck by unit #1. Passenger of unit #1 pronounced at scene, Pass of unit #2 pronounced at Hospital next day",False,Auto,Auto,Yes,"Operator of veh #2 arrested. Charges: Homicide by vehicle, Homicide by vehicle w/DUI, DUI, Involuntary Manslaughter, PIC, REAP",,40.03012553937142,-75.03517224404105,26-35
85,49591,2019,15,2019-12-15,Sunday,Cottman Ave.,18.0,M,"Unit #2 at high speed N/B on Torresdale Ave, diisregarded red light and was struck by unit #1. Passenger of unit #1 pronounced at scene, Pass of unit #2 pronounced at Hospital next day",False,Auto,Auto,Yes,"Operator of veh #2 arrested. Charges: Homicide by vehicle, Homicide by vehicle w/DUI, DUI, Involuntary Manslaughter, PIC, REAP",,40.03012553937142,-75.03517224404105,0-18
86,49592,2019,6,2019-12-18,Wednesday,Market St.,44.0,M,"Pedestrian exited train with unsteady gait, fell onto tracks, not seen by oprerator. Was struck when train started. Pronounced dead at scene.",False,Train,Pedestrian,No,No Charges,,39.95116503095343,-75.15437064334134,36-45
87,49593,2019,5,2019-12-27,Friday,Henry Ave,55.0,M,"Unit #2 stopped at light, struck from behind by unit #1. Unit #2 then caught fire with operator trapped. Operator of unit #2 pronounced deat at scene.",False,Auto,Auto,No,Pending,,40.0375191002144,-75.21040092649876,46-55
88,49594,2019,8,2019-12-29,Sunday,Roosevelt Blvd.,23.0,F,"Unit #2 N/B, was struck from behind by unit #1 at high speed. Unit #2 then redirected, struck tree and caught fire with operator trapped. Operator of unit #2 pronounced dead at scene.",False,Auto,Auto,Yes,"Arrest Warrant issued for the operator of Unit #1 for Murder, Homicide by vehicle, homicide by vehicle while DUI, Involuntary manslaughter, REAP, DUI",,40.080977409588286,-75.02895455537266,19-25
89,49595,2019,16,2019-12-29,Sunday,Girard Ave.,40.0,M,"Pedestrian was crossing mid block when struck by passing vehicle that fled scene, then struck by second vehicle that remained at location.  Ped pronounced dead at scene.",True,Auto,Pedestrian,Pending,Pending,,39.97364317915861,-75.20784260399148,36-45
90,49596,2020,18,2020-01-03,Friday,Walnut St.,47.0,M,Pedestrian was attempting to cross Walnut St mid-block when struck by passing unit #1. Pedestrian died from injuries 10 days later.,False,Auto,Pedestrian,No,No Charges anticipated,,39.954530594766936,-75.20565622811085,46-55
91,49597,2020,15,2020-01-06,Monday,State Rd.,30.0,M,"Unit #2, (auto), made left into path of oncoming M/C. M/C travelling at high speed. M/C operator pronounced dead at scene.",False,Motorcycle,Auto,,,,40.02924916377711,-75.02542186434073,26-35
92,49598,2020,39,2020-01-06,Monday,Broad St.,36.0,M,"Pedestrian appeared intoxicated, fell into the lane of travel and was struck by passing veh. Vehicle fled scene. Pedestrian pronounced dead at hospital.",True,Auto,Pedestrian,Pending,Pending,,39.996750413265374,-75.15422922976921,36-45
93,49599,2020,39,2020-01-09,Thursday,Hunting Park Ave.,36.0,M,Pedestrian and female companion attempted to cross Hunting Park Ave at 19th St. against the red signal entering the travel lane when both were struck by E/B vehicle that had green light.  Male pronounced dead at Hospital.,False,Auto,Pedestrian,No,No Charges,,40.01368428133703,-75.15869429656155,36-45
94,49600,2020,24,2020-01-11,Saturday,Delaware Ave.,39.0,M,"Unit #1 being operated by the deceased, travelling N/B on Delaware swerving prior to crossing into S/B lane and striking T/T head on. Oper. Of unit #1 pronounced dead at Temple Hospital.",False,Auto,Truck,No,No Charges,,39.97869336818142,-75.09767258093738,36-45
95,49601,2020,39,2020-01-12,Sunday,Broad St.,29.0,F,Unit #1 travelling at high speed struck the pedestrian that was crossing in the crosswalk against steady red signal. Pedestrian pronounced dead at Hospital.,True,Auto,Pedestrian,Pending,Pending,,40.02178688684269,-75.16115039063325,26-35
96,49602,2020,16,2020-01-19,Sunday,Girard Ave.,61.0,M,Pedestrian was attempting to cross Girard Ave. mid-block when struck by passing unit #1.  vehicle fled scene after impact. Pedestrian died at Hospital on 02/22/20.,True,Auto,Pedestrian,No,Pending ID of Operator,,39.97154040980076,-75.22538660423245,56-65
97,49603,2020,35,2020-01-25,Saturday,Broad St.,39.0,M,Unit #1 travelling N/B Broad St. struck the pedestrian who attempted to cross mid-block and entered the travel lane when struck. Unit #1 immediately fled the scene. Pedestrian pronounced dead at the scene.,True,Auto,Pedestrian,Yes,"HBV, Inv. Mans. REAP, LTS",,40.043708449063175,-75.14354527789706,36-45
98,49604,2020,39,2020-01-26,Sunday,Kelly Drive,34.0,F,"Single vehicle crash, Unit #1 driving too fast on Kelly Drive, lost control, crossed into other lane, mounted curb, and strick wall. Passenger pronounced dead at Hospital",False,Auto,Fixed Object,Pending,Pending,,40.0149362850761,-75.20684643063063,26-35
99,49605,2020,12,2020-02-05,Wednesday,Island Ave.,68.0,M,Pedestrian was standing on tracks when struck by Trolley Car. Pedestrian was pronounced dead at the scene by Medics.,False,Others,Pedestrian,No,No Charges expected.,,39.90004151774307,-75.23954511845696,66-75
